Id,Label
Train/BForce1/BForce1_1.jpg,0
Train/BForce1/BForce1_10.jpg,0
Train/BForce1/BForce1_11.jpg,0
Train/BForce1/BForce1_12.jpg,0
Train/BForce1/BForce1_13.jpg,0
Train/BForce1/BForce1_14.jpg,0
Train/BForce1/BForce1_15.jpg,0
Train/BForce1/BForce1_16.jpg,0
Train/BForce1/BForce1_17.jpg,0
Train/BForce1/BForce1_18.jpg,0
Train/BForce1/BForce1_19.jpg,0
Train/BForce1/BForce1_2.jpg,0
Train/BForce1/BForce1_20.jpg,0
Train/BForce1/BForce1_21.jpg,0
Train/BForce1/BForce1_22.jpg,0
Train/BForce1/BForce1_23.jpg,0
Train/BForce1/BForce1_24.jpg,0
Train/BForce1/BForce1_25.jpg,0
Train/BForce1/BForce1_26.jpg,0
Train/BForce1/BForce1_27.jpg,0
Train/BForce1/BForce1_28.jpg,0
Train/BForce1/BForce1_29.jpg,0
Train/BForce1/BForce1_3.jpg,0
Train/BForce1/BForce1_30.jpg,0
Train/BForce1/BForce1_31.jpg,0
Train/BForce1/BForce1_32.jpg,0
Train/BForce1/BForce1_33.jpg,0
Train/BForce1/BForce1_34.jpg,0
Train/BForce1/BForce1_35.jpg,0
Train/BForce1/BForce1_36.jpg,0
Train/BForce1/BForce1_37.jpg,0
Train/BForce1/BForce1_38.jpg,0
Train/BForce1/BForce1_39.jpg,0
Train/BForce1/BForce1_4.jpg,0
Train/BForce1/BForce1_40.jpg,0
Train/BForce1/BForce1_41.jpg,0
Train/BForce1/BForce1_42.jpg,0
Train/BForce1/BForce1_43.jpg,0
Train/BForce1/BForce1_44.jpg,0
Train/BForce1/BForce1_45.jpg,0
Train/BForce1/BForce1_46.jpg,0
Train/BForce1/BForce1_47.jpg,0
Train/BForce1/BForce1_48.jpg,0
Train/BForce1/BForce1_49.jpg,0
Train/BForce1/BForce1_5.jpg,0
Train/BForce1/BForce1_50.jpg,0
Train/BForce1/BForce1_51.jpg,0
Train/BForce1/BForce1_52.jpg,0
Train/BForce1/BForce1_6.jpg,0
Train/BForce1/BForce1_7.jpg,0
Train/BForce1/BForce1_8.jpg,0
Train/BForce1/BForce1_9.jpg,0
Train/BForce2/BForce2_1.jpg,1
Train/BForce2/BForce2_10.jpg,1
Train/BForce2/BForce2_11.jpg,1
Train/BForce2/BForce2_12.jpg,1
Train/BForce2/BForce2_13.jpg,1
Train/BForce2/BForce2_14.jpg,1
Train/BForce2/BForce2_15.jpg,1
Train/BForce2/BForce2_16.jpg,1
Train/BForce2/BForce2_17.jpg,1
Train/BForce2/BForce2_18.jpg,1
Train/BForce2/BForce2_19.jpg,1
Train/BForce2/BForce2_2.jpg,1
Train/BForce2/BForce2_20.jpg,1
Train/BForce2/BForce2_21.jpg,1
Train/BForce2/BForce2_22.jpg,1
Train/BForce2/BForce2_23.jpg,1
Train/BForce2/BForce2_24.jpg,1
Train/BForce2/BForce2_25.jpg,1
Train/BForce2/BForce2_26.jpg,1
Train/BForce2/BForce2_27.jpg,1
Train/BForce2/BForce2_28.jpg,1
Train/BForce2/BForce2_29.jpg,1
Train/BForce2/BForce2_3.jpg,1
Train/BForce2/BForce2_30.jpg,1
Train/BForce2/BForce2_31.jpg,1
Train/BForce2/BForce2_32.jpg,1
Train/BForce2/BForce2_33.jpg,1
Train/BForce2/BForce2_34.jpg,1
Train/BForce2/BForce2_35.jpg,1
Train/BForce2/BForce2_36.jpg,1
Train/BForce2/BForce2_37.jpg,1
Train/BForce2/BForce2_38.jpg,1
Train/BForce2/BForce2_39.jpg,1
Train/BForce2/BForce2_4.jpg,1
Train/BForce2/BForce2_40.jpg,1
Train/BForce2/BForce2_41.jpg,1
Train/BForce2/BForce2_42.jpg,1
Train/BForce2/BForce2_43.jpg,1
Train/BForce2/BForce2_44.jpg,1
Train/BForce2/BForce2_5.jpg,1
Train/BForce2/BForce2_6.jpg,1
Train/BForce2/BForce2_7.jpg,1
Train/BForce2/BForce2_8.jpg,1
Train/BForce2/BForce2_9.jpg,1
Train/BForce3/BForce3_1.jpg,2
Train/BForce3/BForce3_10.jpg,2
Train/BForce3/BForce3_11.jpg,2
Train/BForce3/BForce3_12.jpg,2
Train/BForce3/BForce3_13.jpg,2
Train/BForce3/BForce3_14.jpg,2
Train/BForce3/BForce3_15.jpg,2
Train/BForce3/BForce3_16.jpg,2
Train/BForce3/BForce3_17.jpg,2
Train/BForce3/BForce3_18.jpg,2
Train/BForce3/BForce3_19.jpg,2
Train/BForce3/BForce3_2.jpg,2
